,grupo,nivel,comp_destino,comp_especif,sueldo,fmr,c4%,total,media_compl_especif,salario_total
222,A2,24.0,9480.1,29056.579999999998,14992.66,694.96,0.0,54224.299999999996,29759.593888888892,54232.353888888894
223,A2,24.0,9480.1,29268.260000000002,14992.66,694.96,0.0,54435.98,29759.593888888892,54232.353888888894
224,A2,24.0,9480.1,29380.260000000002,14992.66,694.96,0.0,54547.98,29759.593888888892,54232.353888888894
225,A2,24.0,9480.1,29805.019999999997,14992.66,694.96,0.0,54972.74,29759.593888888892,54232.353888888894
226,A2,24.0,9480.1,29915.059999999998,14992.66,694.96,0.0,55082.78,29759.593888888892,54232.353888888894
227,A2,24.0,9480.1,30451.82,14992.66,694.96,0.0,55619.54,29759.593888888892,54232.353888888894
228,A2,24.0,9480.1,30659.859999999997,14992.66,694.96,0.0,55827.579999999994,29759.593888888892,54232.353888888894
229,A2,24.0,9480.1,31001.18,14992.66,694.96,0.0,56168.9,29759.593888888892,54232.353888888894
230,A2,24.0,9480.1,31679.899999999998,14992.66,694.96,0.0,56847.62,29759.593888888892,54232.353888888894
231,A2,24.0,9480.1,32372.62,14992.66,694.96,0.0,57540.340000000004,29759.593888888892,54232.353888888894
232,A2,24.0,9480.1,32465.16,14992.66,694.96,0.0,57632.88,29759.593888888892,54232.353888888894
233,A2,24.0,9480.1,32613.559999999998,14992.66,694.96,0.0,57781.28,29759.593888888892,54232.353888888894
234,A2,24.0,9480.1,33159.420000000006,14992.66,694.96,0.0,58327.14000000001,29759.593888888892,54232.353888888894
235,A2,24.0,9480.1,34818.84,14992.66,694.96,0.0,59986.56,29759.593888888892,54232.353888888894
236,A2,24.0,9480.1,36103.619999999995,14992.66,694.96,0.0,61271.34,29759.593888888892,54232.353888888894
237,A2,24.0,9480.1,36164.1,14992.66,694.96,0.0,61331.82,29759.593888888892,54232.353888888894
238,A2,24.0,9480.1,36734.880000000005,14992.66,694.96,0.0,61902.600000000006,29759.593888888892,54232.353888888894
239,A2,24.0,9480.1,38809.68,14992.66,694.96,0.0,63977.4,29759.593888888892,54232.353888888894
240,A2,24.0,9480.1,43657.6,14992.66,694.96,0.0,68825.32,29759.593888888892,54232.353888888894
241,A2,24.0,9480.1,45994.200000000004,14992.66,694.96,0.0,71161.92000000001,29759.593888888892,54232.353888888894
242,A2,26.0,11355.12,28621.600000000002,14992.66,694.96,0.0,55664.340000000004,32744.164444444443,59091.94444444444
243,A2,26.0,11355.12,29169.28,14992.66,694.96,0.0,56212.02,32744.164444444443,59091.94444444444
244,A2,26.0,11355.12,29759.38,14992.66,694.96,0.0,56802.12,32744.164444444443,59091.94444444444
245,A2,26.0,11355.12,29816.079999999998,14992.66,694.96,0.0,56858.82,32744.164444444443,59091.94444444444
246,A2,26.0,11355.12,29925.980000000003,14992.66,694.96,0.0,56968.72,32744.164444444443,59091.94444444444
247,A2,26.0,11355.12,29975.96,14992.66,694.96,0.0,57018.7,32744.164444444443,59091.94444444444
248,A2,26.0,11355.12,30160.899999999998,14992.66,694.96,0.0,57203.63999999999,32744.164444444443,59091.94444444444
249,A2,26.0,11355.12,30223.760000000002,14992.66,694.96,0.0,57266.5,32744.164444444443,59091.94444444444
250,A2,26.0,11355.12,30633.399999999998,14992.66,694.96,0.0,57676.13999999999,32744.164444444443,59091.94444444444
251,A2,26.0,11355.12,30870.559999999998,14992.66,694.96,0.0,57913.299999999996,32744.164444444443,59091.94444444444
252,A2,26.0,11355.12,31044.16,14992.66,694.96,0.0,58086.9,32744.164444444443,59091.94444444444
253,A2,26.0,11355.12,31578.96,14992.66,694.96,0.0,58621.7,32744.164444444443,59091.94444444444
254,A2,26.0,11355.12,31634.260000000002,14992.66,694.96,0.0,58677.0,32744.164444444443,59091.94444444444
255,A2,26.0,11355.12,31659.600000000002,14992.66,694.96,0.0,58702.340000000004,32744.164444444443,59091.94444444444
256,A2,26.0,11355.12,31681.16,14992.66,694.96,0.0,58723.9,32744.164444444443,59091.94444444444
257,A2,26.0,11355.12,32035.78,14992.66,694.96,0.0,59078.52,32744.164444444443,59091.94444444444
258,A2,26.0,11355.12,32098.640000000003,14992.66,694.96,0.0,59141.38,32744.164444444443,59091.94444444444
259,A2,26.0,11355.12,32194.399999999998,14992.66,694.96,0.0,59237.13999999999,32744.164444444443,59091.94444444444
260,A2,26.0,11355.12,32508.28,14992.66,694.96,0.0,59551.02,32744.164444444443,59091.94444444444
261,A2,26.0,11355.12,32646.600000000002,14992.66,694.96,0.0,59689.340000000004,32744.164444444443,59091.94444444444
262,A2,26.0,11355.12,32651.22,14992.66,694.96,0.0,59693.96,32744.164444444443,59091.94444444444
263,A2,26.0,11355.12,32900.98,14992.66,694.96,0.0,59943.72,32744.164444444443,59091.94444444444
264,A2,26.0,11355.12,33104.54,14992.66,694.96,0.0,60147.28,32744.164444444443,59091.94444444444
265,A2,26.0,11355.12,33214.44,14992.66,694.96,0.0,60257.18,32744.164444444443,59091.94444444444
266,A2,26.0,11355.12,33448.94,14992.66,694.96,0.0,60491.68,32744.164444444443,59091.94444444444
267,A2,26.0,11355.12,33499.9,14992.66,694.96,0.0,60542.64,32744.164444444443,59091.94444444444
268,A2,26.0,11355.12,34408.22,14992.66,694.96,0.0,61450.96,32744.164444444443,59091.94444444444
269,A2,26.0,11355.12,34443.36,14992.66,694.96,0.0,61486.1,32744.164444444443,59091.94444444444
270,A2,26.0,11355.12,34600.299999999996,14992.66,694.96,0.0,61643.03999999999,32744.164444444443,59091.94444444444
271,A2,26.0,11355.12,34652.66,14992.66,694.96,0.0,61695.4,32744.164444444443,59091.94444444444
272,A2,26.0,11355.12,35120.68,14992.66,694.96,0.0,62163.42,32744.164444444443,59091.94444444444
273,A2,26.0,11355.12,36600.34,14992.66,694.96,0.0,63643.079999999994,32744.164444444443,59091.94444444444
274,A2,26.0,11355.12,36954.68,14992.66,694.96,0.0,63997.42,32744.164444444443,59091.94444444444
275,A2,26.0,11355.12,37401.420000000006,14992.66,694.96,0.0,64444.16,32744.164444444443,59091.94444444444
276,A2,26.0,11355.12,38103.24,14992.66,694.96,0.0,65145.979999999996,32744.164444444443,59091.94444444444
277,A2,26.0,11355.12,39446.26,14992.66,694.96,0.0,66489.00000000001,32744.164444444443,59091.94444444444
278,C1,16.0,5691.28,9508.519999999999,11482.74,694.96,0.0,27377.5,13349.199999999999,30523.22
279,C1,16.0,5691.28,9680.16,11482.74,694.96,0.0,27549.14,13349.199999999999,30523.22
280,C1,16.0,5691.28,10043.32,11482.74,694.96,0.0,27912.3,13349.199999999999,30523.22
281,C1,16.0,5691.28,10214.96,11482.74,694.96,0.0,28083.94,13349.199999999999,30523.22
282,C1,16.0,5691.28,10295.6,11482.74,694.96,0.0,28164.58,13349.199999999999,30523.22
283,C1,16.0,5691.28,10384.92,11482.74,694.96,0.0,28253.9,13349.199999999999,30523.22
284,C1,16.0,5691.28,10919.44,11482.74,694.96,0.0,28788.42,13349.199999999999,30523.22
285,C1,16.0,5691.28,10968.16,11482.74,694.96,0.0,28837.14,13349.199999999999,30523.22
286,C1,16.0,5691.28,11251.24,11482.74,694.96,0.0,29120.22,13349.199999999999,30523.22
287,C1,16.0,5691.28,11687.76,11482.74,694.96,0.0,29556.739999999998,13349.199999999999,30523.22
288,C1,16.0,5691.28,12896.800000000001,11482.74,694.96,0.0,30765.78,13349.199999999999,30523.22
289,C1,16.0,5691.28,13479.9,11482.74,694.96,0.0,31348.879999999997,13349.199999999999,30523.22
290,C1,16.0,5691.28,24541.02,11482.74,694.96,0.0,42410.0,13349.199999999999,30523.22
291,C1,16.0,5691.28,31017.0,11482.74,694.96,0.0,48885.98,13349.199999999999,30523.22
292,C1,17.0,6055.56,9442.44,11482.74,694.96,0.0,27675.699999999997,12854.52,30392.82
293,C1,17.0,6055.56,9912.84,11482.74,694.96,0.0,28146.1,12854.52,30392.82
294,C1,17.0,6055.56,10384.92,11482.74,694.96,0.0,28618.18,12854.52,30392.82
295,C1,17.0,6055.56,10447.64,11482.74,694.96,0.0,28680.899999999998,12854.52,30392.82
296,C1,17.0,6055.56,13108.62,11482.74,694.96,0.0,31341.879999999997,12854.52,30392.82
297,C1,17.0,6055.56,13143.06,11482.74,694.96,0.0,31376.32,12854.52,30392.82
298,C1,17.0,6055.56,17299.940000000002,11482.74,694.96,0.0,35533.200000000004,12854.52,30392.82
299,C1,17.0,6055.56,19096.7,11482.74,694.96,0.0,37329.96,12854.52,30392.82
300,C1,18.0,6420.96,9508.519999999999,11482.74,694.96,0.0,28107.18,16165.449999999999,34069.15
301,C1,18.0,6420.96,9540.720000000001,11482.74,694.96,0.0,28139.38,16165.449999999999,34069.15
302,C1,18.0,6420.96,9544.36,11482.74,694.96,0.0,28143.02,16165.449999999999,34069.15
303,C1,18.0,6420.96,10043.32,11482.74,694.96,0.0,28641.98,16165.449999999999,34069.15
304,C1,18.0,6420.96,10075.519999999999,11482.74,694.96,0.0,28674.18,16165.449999999999,34069.15
305,C1,18.0,6420.96,10384.92,11482.74,694.96,0.0,28983.58,16165.449999999999,34069.15
306,C1,18.0,6420.96,10451.279999999999,11482.74,694.96,0.0,29049.94,16165.449999999999,34069.15
307,C1,18.0,6420.96,10819.480000000001,11482.74,694.96,0.0,29418.14,16165.449999999999,34069.15
308,C1,18.0,6420.96,10951.92,11482.74,694.96,0.0,29550.58,16165.449999999999,34069.15
309,C1,18.0,6420.96,10962.279999999999,11482.74,694.96,0.0,29560.94,16165.449999999999,34069.15
310,C1,18.0,6420.96,10979.08,11482.74,694.96,0.0,29577.739999999998,16165.449999999999,34069.15
311,C1,18.0,6420.96,10986.08,11482.74,694.96,0.0,29584.739999999998,16165.449999999999,34069.15
312,C1,18.0,6420.96,11066.720000000001,11482.74,694.96,0.0,29665.38,16165.449999999999,34069.15
313,C1,18.0,6420.96,11166.54,11482.74,694.96,0.0,29765.2,16165.449999999999,34069.15
314,C1,18.0,6420.96,11290.019999999999,11482.74,694.96,0.0,29888.68,16165.449999999999,34069.15
315,C1,18.0,6420.96,11440.38,11482.74,694.96,0.0,30039.04,16165.449999999999,34069.15
316,C1,18.0,6420.96,11497.08,11482.74,694.96,0.0,30095.739999999998,16165.449999999999,34069.15
317,C1,18.0,6420.96,11539.64,11482.74,694.96,0.0,30138.3,16165.449999999999,34069.15
318,C1,18.0,6420.96,11840.08,11482.74,694.96,0.0,30438.739999999998,16165.449999999999,34069.15
319,C1,18.0,6420.96,12020.4,11482.74,694.96,0.0,30619.059999999998,16165.449999999999,34069.15
320,C1,18.0,6420.96,12041.26,11482.74,694.96,0.0,30639.92,16165.449999999999,34069.15
321,C1,18.0,6420.96,12141.64,11482.74,694.96,0.0,30740.3,16165.449999999999,34069.15
322,C1,18.0,6420.96,12388.32,11482.74,694.96,0.0,30986.98,16165.449999999999,34069.15
323,C1,18.0,6420.96,12448.519999999999,11482.74,694.96,0.0,31047.18,16165.449999999999,34069.15
324,C1,18.0,6420.96,12450.199999999999,11482.74,694.96,0.0,31048.86,16165.449999999999,34069.15
325,C1,18.0,6420.96,12630.519999999999,11482.74,694.96,0.0,31229.18,16165.449999999999,34069.15
326,C1,18.0,6420.96,12757.08,11482.74,694.96,0.0,31355.739999999998,16165.449999999999,34069.15
327,C1,18.0,6420.96,14091.56,11482.74,694.96,0.0,32690.22,16165.449999999999,34069.15
328,C1,18.0,6420.96,14653.52,11482.74,694.96,0.0,33252.18,16165.449999999999,34069.15
329,C1,18.0,6420.96,14721.0,11482.74,694.96,0.0,33319.66,16165.449999999999,34069.15
330,C1,18.0,6420.96,14871.92,11482.74,694.96,0.0,33470.58,16165.449999999999,34069.15
331,C1,18.0,6420.96,15258.740000000002,11482.74,694.96,0.0,33857.4,16165.449999999999,34069.15
332,C1,18.0,6420.96,15992.899999999998,11482.74,694.96,0.0,34591.56,16165.449999999999,34069.15
333,C1,18.0,6420.96,16881.899999999998,11482.74,694.96,0.0,35480.56,16165.449999999999,34069.15
334,C1,18.0,6420.96,16900.24,11482.74,694.96,0.0,35498.9,16165.449999999999,34069.15
335,C1,18.0,6420.96,17711.539999999997,11482.74,694.96,0.0,36310.2,16165.449999999999,34069.15
336,C1,18.0,6420.96,17966.899999999998,11482.74,694.96,0.0,36565.56,16165.449999999999,34069.15
337,C1,18.0,6420.96,17994.48,11482.74,694.96,0.0,36593.14,16165.449999999999,34069.15
338,C1,18.0,6420.96,18367.16,11482.74,694.96,0.0,36965.82,16165.449999999999,34069.15
339,C1,18.0,6420.96,18371.5,11482.74,694.96,0.0,36970.159999999996,16165.449999999999,34069.15
340,C1,18.0,6420.96,18854.78,11482.74,694.96,0.0,37453.439999999995,16165.449999999999,34069.15
341,C1,18.0,6420.96,18886.14,11482.74,694.96,0.0,37484.799999999996,16165.449999999999,34069.15
342,C1,18.0,6420.96,20468.14,11482.74,694.96,0.0,39066.799999999996,16165.449999999999,34069.15
343,C1,18.0,6420.96,21028.28,11482.74,694.96,0.0,39626.939999999995,16165.449999999999,34069.15
344,C1,18.0,6420.96,21202.3,11482.74,694.96,0.0,39800.96,16165.449999999999,34069.15
345,C1,18.0,6420.96,22921.22,11482.74,694.96,0.0,41519.88,16165.449999999999,34069.15
346,C1,18.0,6420.96,23068.22,11482.74,694.96,0.0,41666.88,16165.449999999999,34069.15
347,C1,18.0,6420.96,23576.559999999998,11482.74,694.96,0.0,42175.219999999994,16165.449999999999,34069.15
348,C1,18.0,6420.96,23655.38,11482.74,694.96,0.0,42254.04,16165.449999999999,34069.15
349,C1,18.0,6420.96,24853.08,11482.74,694.96,0.0,43451.74,16165.449999999999,34069.15
350,C1,18.0,6420.96,25052.72,11482.74,694.96,0.0,43651.38,16165.449999999999,34069.15
351,C1,18.0,6420.96,27388.48,11482.74,694.96,0.0,45987.14,16165.449999999999,34069.15
352,C1,18.0,6420.96,27505.8,11482.74,694.96,0.0,46104.46,16165.449999999999,34069.15
353,C1,18.0,6420.96,27634.32,11482.74,694.96,0.0,46232.98,16165.449999999999,34069.15
354,C1,18.0,6420.96,28161.14,11482.74,694.96,0.0,46759.799999999996,16165.449999999999,34069.15
355,C1,18.0,6420.96,34259.4,11482.74,694.96,0.0,52858.060000000005,16165.449999999999,34069.15
356,C1,20.0,7151.06,9573.62,11482.74,694.96,0.0,28902.379999999997,21263.687407407404,39897.4874074074
357,C1,20.0,7151.06,11010.44,11482.74,694.96,0.0,30339.199999999997,21263.687407407404,39897.4874074074
358,C1,20.0,7151.06,11956.56,11482.74,694.96,0.0,31285.32,21263.687407407404,39897.4874074074
359,C1,20.0,7151.06,12491.36,11482.74,694.96,0.0,31820.12,21263.687407407404,39897.4874074074
360,C1,20.0,7151.06,14269.779999999999,11482.74,694.96,0.0,33598.54,21263.687407407404,39897.4874074074
361,C1,20.0,7151.06,14753.34,11482.74,694.96,0.0,34082.1,21263.687407407404,39897.4874074074
362,C1,20.0,7151.06,15003.240000000002,11482.74,694.96,0.0,34332.0,21263.687407407404,39897.4874074074
363,C1,20.0,7151.06,15176.98,11482.74,694.96,0.0,34505.74,21263.687407407404,39897.4874074074
364,C1,20.0,7151.06,15767.08,11482.74,694.96,0.0,35095.84,21263.687407407404,39897.4874074074
365,C1,20.0,7151.06,17018.26,11482.74,694.96,0.0,36347.02,21263.687407407404,39897.4874074074
366,C1,20.0,7151.06,17126.2,11482.74,694.96,0.0,36454.96,21263.687407407404,39897.4874074074
367,C1,20.0,7151.06,17698.940000000002,11482.74,694.96,0.0,37027.700000000004,21263.687407407404,39897.4874074074
368,C1,20.0,7151.06,18403.84,11482.74,694.96,0.0,37732.6,21263.687407407404,39897.4874074074
369,C1,20.0,7151.06,18443.18,11482.74,694.96,0.0,37771.939999999995,21263.687407407404,39897.4874074074
370,C1,20.0,7151.06,18754.960000000003,11482.74,694.96,0.0,38083.72,21263.687407407404,39897.4874074074
371,C1,20.0,7151.06,18887.12,11482.74,694.96,0.0,38215.88,21263.687407407404,39897.4874074074
372,C1,20.0,7151.06,22331.399999999998,11482.74,694.96,0.0,41660.159999999996,21263.687407407404,39897.4874074074
373,C1,20.0,7151.06,22921.5,11482.74,694.96,0.0,42250.26,21263.687407407404,39897.4874074074
374,C1,20.0,7151.06,23078.02,11482.74,694.96,0.0,42406.78,21263.687407407404,39897.4874074074
375,C1,20.0,7151.06,26748.960000000003,11482.74,694.96,0.0,46077.72,21263.687407407404,39897.4874074074
376,C1,20.0,7151.06,27701.38,11482.74,694.96,0.0,47030.14,21263.687407407404,39897.4874074074
377,C1,20.0,7151.06,29312.5,11482.74,694.96,0.0,48641.26,21263.687407407404,39897.4874074074
378,C1,20.0,7151.06,29564.079999999998,11482.74,694.96,0.0,48892.84,21263.687407407404,39897.4874074074
379,C1,20.0,7151.06,29857.38,11482.74,694.96,0.0,49186.14,21263.687407407404,39897.4874074074
380,C1,20.0,7151.06,31398.359999999997,11482.74,694.96,0.0,50727.119999999995,21263.687407407404,39897.4874074074
381,C1,20.0,7151.06,36021.86,11482.74,694.96,0.0,55350.62,21263.687407407404,39897.4874074074
382,C1,20.0,7151.06,48849.22,11482.74,694.96,0.0,68177.98000000001,21263.687407407404,39897.4874074074
383,C1,21.0,7698.32,13546.54,11482.74,694.96,0.0,33422.56,28398.486666666668,47579.54666666666
384,C1,21.0,7698.32,32200.420000000002,11482.74,694.96,0.0,52076.439999999995,28398.486666666668,47579.54666666666
385,C1,21.0,7698.32,39448.5,11482.74,694.96,0.0,59324.52,28398.486666666668,47579.54666666666
386,C1,22.0,8291.78,11290.86,11482.74,694.96,0.0,31760.339999999997,22255.981999999996,42030.50199999999
387,C1,22.0,8291.78,11525.64,11482.74,694.96,0.0,31995.119999999995,22255.981999999996,42030.50199999999
388,C1,22.0,8291.78,11527.46,11482.74,694.96,0.0,31996.939999999995,22255.981999999996,42030.50199999999
389,C1,22.0,8291.78,11825.66,11482.74,694.96,0.0,32295.139999999996,22255.981999999996,42030.50199999999
390,C1,22.0,8291.78,11906.300000000001,11482.74,694.96,0.0,32375.78,22255.981999999996,42030.50199999999
391,C1,22.0,8291.78,12060.44,11482.74,694.96,0.0,32529.92,22255.981999999996,42030.50199999999
392,C1,22.0,8291.78,12076.12,11482.74,694.96,0.0,32545.6,22255.981999999996,42030.50199999999
393,C1,22.0,8291.78,12113.92,11482.74,694.96,0.0,32583.399999999994,22255.981999999996,42030.50199999999
394,C1,22.0,8291.78,12420.66,11482.74,694.96,0.0,32890.14,22255.981999999996,42030.50199999999
395,C1,22.0,8291.78,14176.68,11482.74,694.96,0.0,34646.159999999996,22255.981999999996,42030.50199999999
396,C1,22.0,8291.78,15648.36,11482.74,694.96,0.0,36117.84,22255.981999999996,42030.50199999999
397,C1,22.0,8291.78,15736.42,11482.74,694.96,0.0,36205.899999999994,22255.981999999996,42030.50199999999
398,C1,22.0,8291.78,15747.34,11482.74,694.96,0.0,36216.82,22255.981999999996,42030.50199999999
399,C1,22.0,8291.78,16080.960000000001,11482.74,694.96,0.0,36550.439999999995,22255.981999999996,42030.50199999999
400,C1,22.0,8291.78,16104.759999999998,11482.74,694.96,0.0,36574.24,22255.981999999996,42030.50199999999
401,C1,22.0,8291.78,16271.220000000001,11482.74,694.96,0.0,36740.7,22255.981999999996,42030.50199999999
402,C1,22.0,8291.78,16663.36,11482.74,694.96,0.0,37132.84,22255.981999999996,42030.50199999999
403,C1,22.0,8291.78,16880.92,11482.74,694.96,0.0,37350.399999999994,22255.981999999996,42030.50199999999
404,C1,22.0,8291.78,17065.72,11482.74,694.96,0.0,37535.2,22255.981999999996,42030.50199999999
405,C1,22.0,8291.78,17112.48,11482.74,694.96,0.0,37581.96,22255.981999999996,42030.50199999999
406,C1,22.0,8291.78,17200.539999999997,11482.74,694.96,0.0,37670.02,22255.981999999996,42030.50199999999
407,C1,22.0,8291.78,17600.52,11482.74,694.96,0.0,38069.99999999999,22255.981999999996,42030.50199999999
408,C1,22.0,8291.78,17681.16,11482.74,694.96,0.0,38150.63999999999,22255.981999999996,42030.50199999999
409,C1,22.0,8291.78,17915.66,11482.74,694.96,0.0,38385.13999999999,22255.981999999996,42030.50199999999
410,C1,22.0,8291.78,18529.84,11482.74,694.96,0.0,38999.32,22255.981999999996,42030.50199999999
411,C1,22.0,8291.78,18589.34,11482.74,694.96,0.0,39058.82,22255.981999999996,42030.50199999999
412,C1,22.0,8291.78,18616.64,11482.74,694.96,0.0,39086.119999999995,22255.981999999996,42030.50199999999
413,C1,22.0,8291.78,19064.64,11482.74,694.96,0.0,39534.119999999995,22255.981999999996,42030.50199999999
414,C1,22.0,8291.78,19244.960000000003,11482.74,694.96,0.0,39714.439999999995,22255.981999999996,42030.50199999999
415,C1,22.0,8291.78,20143.76,11482.74,694.96,0.0,40613.24,22255.981999999996,42030.50199999999
416,C1,22.0,8291.78,20383.86,11482.74,694.96,0.0,40853.34,22255.981999999996,42030.50199999999
417,C1,22.0,8291.78,20386.100000000002,11482.74,694.96,0.0,40855.579999999994,22255.981999999996,42030.50199999999
418,C1,22.0,8291.78,20731.76,11482.74,694.96,0.0,41201.24,22255.981999999996,42030.50199999999
419,C1,22.0,8291.78,21027.86,11482.74,694.96,0.0,41497.34,22255.981999999996,42030.50199999999
420,C1,22.0,8291.78,24334.38,11482.74,694.96,0.0,44803.85999999999,22255.981999999996,42030.50199999999
421,C1,22.0,8291.78,24964.38,11482.74,694.96,0.0,45433.85999999999,22255.981999999996,42030.50199999999
422,C1,22.0,8291.78,26457.48,11482.74,694.96,0.0,46926.96,22255.981999999996,42030.50199999999
423,C1,22.0,8291.78,28367.78,11482.74,694.96,0.0,48837.259999999995,22255.981999999996,42030.50199999999
424,C1,22.0,8291.78,28536.059999999998,11482.74,694.96,0.0,49005.53999999999,22255.981999999996,42030.50199999999
425,C1,22.0,8291.78,31081.68,11482.74,694.96,0.0,51551.159999999996,22255.981999999996,42030.50199999999
426,C1,22.0,8291.78,33159.420000000006,11482.74,694.96,0.0,53628.9,22255.981999999996,42030.50199999999
427,C1,22.0,8291.78,33483.94,11482.74,694.96,0.0,53953.42,22255.981999999996,42030.50199999999
428,C1,22.0,8291.78,34733.579999999994,11482.74,694.96,0.0,55203.05999999999,22255.981999999996,42030.50199999999
429,C1,22.0,8291.78,36103.619999999995,11482.74,694.96,0.0,56573.09999999999,22255.981999999996,42030.50199999999
430,C1,22.0,8291.78,36734.880000000005,11482.74,694.96,0.0,57204.36,22255.981999999996,42030.50199999999
431,C1,22.0,8291.78,39357.64,11482.74,694.96,0.0,59827.119999999995,22255.981999999996,42030.50199999999
432,C1,22.0,8291.78,41097.28,11482.74,694.96,0.0,61566.759999999995,22255.981999999996,42030.50199999999
433,C1,22.0,8291.78,42114.66,11482.74,694.96,0.0,62584.14,22255.981999999996,42030.50199999999
434,C1,22.0,8291.78,48735.68,11482.74,694.96,0.0,69205.16,22255.981999999996,42030.50199999999
